index,atc_code,level,weight
66,N01,2,1.0
67,N02,2,1.0
68,N03,2,1.0
69,N04,2,1.0
70,N05,2,1.0
71,N06,2,1.0
72,N07,2,1.0
73,P01,2,1.0
74,P02,2,1.0
75,P03,2,1.0
76,R01,2,1.0
77,R02,2,1.0
78,R03,2,1.0
79,R05,2,1.0
80,R06,2,1.0
81,R07,2,1.0
82,S01,2,1.0
83,S02,2,1.0
84,S03,2,1.0
85,V01,2,1.0
86,V03,2,1.0
87,V04,2,1.0
88,V06,2,1.0
89,V07,2,1.0
90,V08,2,1.0
91,V09,2,1.0
92,V10,2,1.0
93,V20,2,1.0
94,A01A,3,2.0
95,A02A,3,2.0
96,A02B,3,2.0
97,A02X,3,2.0
98,A03A,3,2.0
99,A03B,3,2.0
100,A03C,3,2.0
101,A03D,3,2.0
102,A03E,3,2.0
103,A03F,3,2.0
104,A04A,3,2.0
105,A05A,3,2.0
106,A05B,3,2.0
107,A05C,3,2.0
108,A06A,3,2.0
109,A07A,3,2.0
110,A07B,3,2.0
111,A07C,3,2.0
112,A07D,3,2.0
113,A07E,3,2.0
114,A07F,3,2.0
115,A07X,3,2.0
116,A08A,3,2.0
117,A09A,3,2.0
118,A10A,3,2.0
119,A10B,3,2.0
120,A10X,3,2.0
121,A11A,3,2.0
122,A11B,3,2.0
123,A11C,3,2.0
124,A11D,3,2.0
125,A11E,3,2.0
126,A11G,3,2.0
127,A11H,3,2.0
128,A11J,3,2.0
129,A12A,3,2.0
130,A12B,3,2.0
131,A12C,3,2.0
132,A13A,3,2.0
133,A14A,3,2.0
134,A14B,3,2.0
135,A16A,3,2.0
136,B01A,3,2.0
137,B02A,3,2.0
138,B02B,3,2.0
139,B03A,3,2.0
140,B03B,3,2.0
141,B03X,3,2.0
142,B05A,3,2.0
143,B05B,3,2.0
144,B05C,3,2.0
145,B05D,3,2.0
146,B05X,3,2.0
147,B05Z,3,2.0
148,B06A,3,2.0
149,C01A,3,2.0
150,C01B,3,2.0
151,C01C,3,2.0
152,C01D,3,2.0
153,C01E,3,2.0
154,C02A,3,2.0
155,C02B,3,2.0
156,C02C,3,2.0
157,C02D,3,2.0
158,C02K,3,2.0
159,C02L,3,2.0
160,C02N,3,2.0
161,C03A,3,2.0
162,C03B,3,2.0
163,C03C,3,2.0
164,C03D,3,2.0
165,C03E,3,2.0
166,C03X,3,2.0
167,C04A,3,2.0
168,C05A,3,2.0
169,C05B,3,2.0
170,C05C,3,2.0
171,C05X,3,2.0
172,C07A,3,2.0
173,C07B,3,2.0
174,C07C,3,2.0
175,C07D,3,2.0
176,C07E,3,2.0
177,C07F,3,2.0
178,C08C,3,2.0
179,C08D,3,2.0
180,C08E,3,2.0
181,C08G,3,2.0
182,C09A,3,2.0
183,C09B,3,2.0
184,C09C,3,2.0
185,C09D,3,2.0
186,C09X,3,2.0
187,C10A,3,2.0
188,C10B,3,2.0
189,D01A,3,2.0
190,D01B,3,2.0
191,D02A,3,2.0
192,D02B,3,2.0
193,D03A,3,2.0
194,D03B,3,2.0
195,D04A,3,2.0
196,D05A,3,2.0
197,D05B,3,2.0
198,D06A,3,2.0
199,D06B,3,2.0
200,D06C,3,2.0
201,D07A,3,2.0
202,D07B,3,2.0
203,D07C,3,2.0
204,D07X,3,2.0
205,D08A,3,2.0
206,D09A,3,2.0
207,D10A,3,2.0
208,D10B,3,2.0
209,D11A,3,2.0
210,G01A,3,2.0
211,G01B,3,2.0
212,G02A,3,2.0
213,G02B,3,2.0
214,G02C,3,2.0
215,G03A,3,2.0
216,G03B,3,2.0
217,G03C,3,2.0
218,G03D,3,2.0
219,G03E,3,2.0
220,G03F,3,2.0
221,G03G,3,2.0
222,G03H,3,2.0
223,G03X,3,2.0
224,G04B,3,2.0
225,G04C,3,2.0
226,H01A,3,2.0
227,H01B,3,2.0
228,H01C,3,2.0
229,H02A,3,2.0
230,H02B,3,2.0
231,H02C,3,2.0
232,H03A,3,2.0
233,H03B,3,2.0
234,H03C,3,2.0
235,H04A,3,2.0
236,H05A,3,2.0
237,H05B,3,2.0
238,J01A,3,2.0
239,J01B,3,2.0
240,J01C,3,2.0
241,J01D,3,2.0
242,J01E,3,2.0
243,J01F,3,2.0
244,J01G,3,2.0
245,J01M,3,2.0
246,J01R,3,2.0
247,J01X,3,2.0
248,J02A,3,2.0
249,J04A,3,2.0
250,J04B,3,2.0
251,J05A,3,2.0
252,J06A,3,2.0
253,J06B,3,2.0
254,J07A,3,2.0
255,J07B,3,2.0
256,J07C,3,2.0
257,J07X,3,2.0
258,L01A,3,2.0
259,L01B,3,2.0
260,L01C,3,2.0
261,L01D,3,2.0
262,L01E,3,2.0
263,L01F,3,2.0
264,L01X,3,2.0
265,L02A,3,2.0
266,L02B,3,2.0
267,L03A,3,2.0
268,L04A,3,2.0
269,M01A,3,2.0
270,M01B,3,2.0
271,M01C,3,2.0
272,M02A,3,2.0
273,M03A,3,2.0
274,M03B,3,2.0
